Recall:0.02440603109844553 	 Effort:0.002040342236637293 	 Reliablity:0.0
Recall:0.3591780528889687 	 Effort:0.3335817557468669 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.3335817557468669 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.3335817557468669 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.3335817557468669 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3591780528889687 	 Effort:0.33363279438311455 	 Reliablity:0.3333333333333333
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.36677336377813236 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.3668250033340322 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.3668250033340322 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.3668250033340322 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.3668250033340322 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.3668250033340322 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.3668250033340322 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.3668250033340322 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.3668250033340322 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.3668250033340322 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.3668250033340322 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.3668250033340322 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.3668250033340322 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.3668250033340322 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.3668250033340322 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.3668250033340322 	 Reliablity:0.36666666666666664
Recall:0.3898447195556354 	 Effort:0.3668250033340322 	 Reliablity:0.36666666666666664
Recall:0.4231780528889687 	 Effort:0.3812095123243503 	 Reliablity:0.4
Recall:0.4231780528889687 	 Effort:0.3812095123243503 	 Reliablity:0.4
Recall:0.4231780528889687 	 Effort:0.3812095123243503 	 Reliablity:0.4
Recall:0.4231780528889687 	 Effort:0.3812095123243503 	 Reliablity:0.4
Recall:0.4231780528889687 	 Effort:0.3812159741511087 	 Reliablity:0.4
Recall:0.4231780528889687 	 Effort:0.3812159741511087 	 Reliablity:0.4
Recall:0.4231780528889687 	 Effort:0.3812159741511087 	 Reliablity:0.4
Recall:0.4231780528889687 	 Effort:0.3812159741511087 	 Reliablity:0.4
Recall:0.4231780528889687 	 Effort:0.3812159741511087 	 Reliablity:0.4
Recall:0.4231780528889687 	 Effort:0.3812159741511087 	 Reliablity:0.4
Recall:0.4231780528889687 	 Effort:0.38123417251325614 	 Reliablity:0.4
Recall:0.4231780528889687 	 Effort:0.38123417251325614 	 Reliablity:0.4
Recall:0.4231780528889687 	 Effort:0.38123417251325614 	 Reliablity:0.4
Recall:0.4231780528889687 	 Effort:0.38123417251325614 	 Reliablity:0.4
Recall:0.4231780528889687 	 Effort:0.38123417251325614 	 Reliablity:0.4
Recall:0.4231780528889687 	 Effort:0.38123417251325614 	 Reliablity:0.4
Recall:0.45651138622230203 	 Effort:0.41455634077094594 	 Reliablity:0.43333333333333335
Recall:0.45651138622230203 	 Effort:0.41455634077094594 	 Reliablity:0.43333333333333335
Recall:0.45928916400007985 	 Effort:0.4155980074376126 	 Reliablity:0.43333333333333335
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.4926224973334132 	 Effort:0.4508159388146218 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510269092787568 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510422391781927 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510422391781927 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510422391781927 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510422391781927 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510422391781927 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.49404093704972524 	 Effort:0.4510485841545577 	 Reliablity:0.4666666666666667
Recall:0.5273742703830586 	 Effort:0.4843460108451621 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843460108451621 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843460108451621 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843460108451621 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843460108451621 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843460108451621 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843460108451621 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843460108451621 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843460108451621 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843460108451621 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843460108451621 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843523558215271 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843523558215271 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843523558215271 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843523558215271 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843523558215271 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843523558215271 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843523558215271 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843523558215271 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843523558215271 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843523558215271 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.4843523558215271 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
Recall:0.5273742703830586 	 Effort:0.484378175599477 	 Reliablity:0.5
